alpha_model-1602994931, 62.9113, 19, 0.86, 0.00807, 0.97222, 0.00121
alpha_model-1602994931, 63.1162, 19, 0.82, 0.00972, 0.97222, 0.00134
alpha_model-1602994931, 63.3201, 19, 0.88, 0.00677, 0.95833, 0.00268
alpha_model-1602994931, 63.5267, 19, 0.88, 0.00678, 0.88889, 0.00604
alpha_model-1602994931, 63.7332, 19, 0.88, 0.00699, 0.97222, 0.00135
alpha_model-1602994931, 63.9468, 19, 0.75, 0.01483, 0.95833, 0.00298
alpha_model-1602994931, 64.0078, 20, 0.81, 0.01051, 0.90278, 0.00425
alpha_model-1602994931, 64.2159, 20, 0.78, 0.01274, 0.97222, 0.00143
alpha_model-1602994931, 64.4191, 20, 0.81, 0.01135, 0.91667, 0.00379
alpha_model-1602994931, 64.6244, 20, 0.81, 0.01097, 0.875, 0.00774
alpha_model-1602994931, 64.8303, 20, 0.85, 0.00833, 0.93056, 0.00359
alpha_model-1602994931, 65.0357, 20, 0.78, 0.01304, 0.94444, 0.00318
alpha_model-1602994931, 65.2439, 20, 0.77, 0.01304, 0.97222, 0.00169
